									事业部-SoldItem周报																						
1463208385	177580475	N	2014/8/25	Hot Sale New Fashion Sexy Beaded Custom Made Silve...	0	0	1	N	ff8080811f457b8c011f56709bc04543	babyonline	N	N	ff80808147ab16690147c7ea29e837a2	VitaCamp	Y		4	Others	US	002	002009	002009002	002009002	Prom Dresses	bm%7C00%20DHgate%20p%20PS%20MAC%7C1031855337%7Cpaid_search%7Cadcenter%7Cdhgate%20wedding%20dresses%7C00%20DHgate%20PS%20MAC%7Cbing%7C%7C00%7C|m.dhgate.com	83.88	1	1	55.96	55.96	83.88	
1463212356	160005658	N	2014/8/22	2013New ONE SLEEVE SEQUIN COCKTAIL DRESS BY SHAIL K Prom Dresses Graduation gowns Party Dresses C28	0	0	0	Y	ff808081360a9dfe013615375fd3735f	dreambride	N	N	ff80808147a0685c0147e644d7a84cd2	BPirie08	N		End Consumer	Others	US	002	002009	002009009	002009009	Graduation Dresses		130.69	1	1	130.69	130.69	130.69	
1463220747	199992645	N	2014/8/22	Wholesale 2014 Generous Sweetheart Draped Pageant Gown Custom Made Party Gown Sheath Runway Evening Dress Prom Gown Junoir Bridesmaid Dress	0	0	1	Y	ff8080813b92ccc0013bc05690bd13f8	bridefashion	N	N	ff80808147a0685c0147e73b68db60e9	AngelaMilas87	Y	seo|||organic|google||www	End Consumer	Others	US	002	002113	002113001	002113001	Junior Bridesmaid Dresses	seo|||organic|google||www	108	1	1	108	108	108	
1463223557	172732321	N	2014/8/22	2014 New Collection Mermaid Lace Ivory Wedding Dress Bridal Gown With Lace Jacket Sweet-heart Court Train Buttons	0	0	1	N	ff8080812e7a9144012e9874a3622520	toprated	N	N	ff80808147aaf8490147e72d596a4d4c	NatDu	Y		4	Others	PH	002	002001	002001004	002001004	Mermaid Wedding Dresses		180.75	1	1	167	167	180.75	
1463223972	177153280	N	2014/8/24	Hot Style Five Different Style A-line Taffeta Bridesmaid Dress With Draped Sleeveless Knee Length Formal Party Dresses Gown Free Custom made	0	0	1	Y	ff8080813d1f856d013d2056f8b50ac5	kissbridal001	N	N	ff8080814796166301479eb7a9284a4d	chrissyqt86	N		End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress		46.55	1	1	46.55	46.55	46.55	
1463226427	182674334	Y	2014/8/21	Ivory Pearl Beaded Garland Half Round Wedding Bouquet Decoration 50M	0	0	0	Y	ff8080813227f7fa01325c3e8bd553ac	okbuyelec	N	N	ff80808134d4dc8b0134d96ba0d24028	queen of hearts	N	txd|organic|google|wig stands		Others	AU	002	002010	002010011	002010011	Flowers,Petals & Garlands		25.57	1	50	25.57	25.57	25.57	
1463226428	190891406	Y	2014/8/21	One Set Vintage DIY Love Is Sweet Scalloped Kraft Paper Wedding Bunting Banner Garland Wedding Photography Photo Booth Props	0	0	0	Y	ff808081360a9e550136155731b37129	isellbest	N	N	ff80808134d4dc8b0134d96ba0d24028	queen of hearts	N	txd|organic|google|wig stands		Others	AU	002	002010	002010165	002010165	Wedding Decorations		16.68	1	1	16.68	16.68	16.68	
1463227702	204381422	N	2014/8/21	one payment USD500.00 for nouritamemadel for her 4 dresses	0	0	1	Y	ff8080811f457b8c011f56709bc04543	babyonline	N	N	ff8080813a1126c8013a27a7de6a7127	nouritamemadel	N	bm|002009001000 Evening Dresses VIP Not ATC Not RC 5 SP R AW|25372880265|remarketing|adwords|www.waraqah.com|002009001000 Evening Dresses VIP or VLP SP R AW|PXY||002009001000|	Reseller	铜牌	EG	002	002010	002010013	002010013	Other Wedding Favors	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	500.53	1	1	500.53	500.53	500.53	
1463229470	177401776	N	2014/8/21	Add petticoat	0	1	1	N	ff8080812e32cde8012e56766b9646ef	dress_beautiful	N	N	ff8080813e82ede4013e903f5bba626a	eyecatcher	N	seo|||organic|google|7463wedding gown|www	Reseller	铜牌	ZA	002	002001	002001001	002001001	A-Line Wedding Dresses	clc|1order|1orderservice20130901|edm|clc|20130901|head|mydhgate	30	1	1	30	30	30	
1463233334	178001164	N	2014/8/21	Top selling White Jacket With Black Satin Lapel Groom Tuxedos Groomsmen Best Man Suit Mens Wedding Suits (Jacket+Pants+Bow Tie+Girdle) OK:98	0	0	1	Y	ff8080811b2ae53c011b2d6f913c2949	finished123	N	N	ff80808147a151820147e39eb6e57031	Spartan117	Y	seo|||organic|google||www	End Consumer	Others	AU	002	002007	002007001	002007001	Groom Tuxedos	seo|||organic|google|https|www	92.97	1	1	92.97	92.97	92.97	
1463234948	193148586	Y	2014/8/25	Beautiful Delicate Ball Gown Beach Wedding Dresses Sweetheart Lace-up Sleeveless Court Train Beads Ruffle Tulle Bridal Gowns	0	0	1	N	ff80808142554e14014331dfbc9943bb	lovingwedding	N	N	ff80808147a151800147d4bb41804d40	Eneya	Y	bm|00 DHgate e Others PS MAC|1691115947|paid_search|adcenter|dhgate com|00 DHgate Others PS MAC|bing||00|	End Consumer	Others	ZM	002	002001	002001002	002001002	Ball Gown Wedding Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact|	175.13	1	1	147.16	147.16	175.13	
1463241314	171193788	N	2014/8/21	Custom made lace sheer long sleeve one shoulder sheath slim women party gown shinny prom dress yellow appliques evening dresses AS635	0	0	1	Y	ff8080811f45796a011f50e27d8d01c6	bestoffers	N	N	ff8080814710e4be0147459d9e4a6588	Crystu	N	seo|||organic|google|https|www	End Consumer	Others	US	002	002009	002009001	002009001	Evening Dresses	bsedm|1order|coupon2h1order20140731|edm|coupon|20140731|product|name12|www	87.5	1	1	87.5	87.5	87.5	
1463241333	197789199	Y	2014/8/21	New A-Line Floor -Length O-Neck Sequined Front V Back Lace Side Slit In Stock Special Occasion Dress Formal Evening Gown Free Shipping 2014	0	0	1	N	ff80808146a2ceb10146ebc115935e02	lydiadresses	N	N	ff8080813119e57301312226eba7462f	loamie	N	txd|organic|google|adrianna papell lotus leaf	End Consumer	Others	ZA	002	002111	002111152	002111152	In Stock Special Occasion Dresses		89.62	1	1	53.19	53.19	89.62	
1463241640	201021710	Y	2014/8/21	2014 Frozen Princess Dresses Blue Elsa Dresses With White Lace Wape Girls Pageant Dresses Fashion Frozen Dresses Ready Stock Size 100-140	0	0	1	Y	ff808081316548ce01316939a8b021c0	elegantdresses	N	N	ff8080814767e971014777f085ac0e1d	Daniella90	N		Reseller	Others	AU	002	002114	002114002	002114002	Girl's Pageant Dresses		106.88	1	10	106.88	106.88	106.88	
1463245833	175649049	N	2014/8/21	Christmas New Santa Pants Design Treat Candy Bags Wedding Xmas New Year Gift Bags Chirstmas Decorations Santa Bag Ornaments Hot Wholesale	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	109	109	5	
1463245836	184601721	Y	2014/8/21	Wedding Favors 2014 Candy Favors Holders Candy Boxes Transparent PU Ball Design Creative Elegant Beautiful Candy Favors 3 colors Special	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	47	74.5	3.154362416	
1463245836	198405058	Y	2014/8/21	Wedding Favors 2014 Candy Favors Laser cut White and pink Butterfly Wedding Candy Box Favor Box wedding party gift present Chocolate Box	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	27.5	74.5	1.845637584	
1463245839	169520071	N	2014/8/21	New Arrival Candy Favors Wedding Candy Wedding Gown and bride Suit Candy Boxes Wedding Favors Favor holders 100pcs( 50 pairs) Candy package	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	19.15	615.42	0.155584804	
1463245839	169520345	N	2014/8/21	New Candy Favors Wedding Gown and bride Suit and dress Candy Boxes Wedding Favors Favor holders 100pcs( 50 pairs) Wedding Candy package	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	19.15	615.42	0.155584804	
1463245839	169520439	N	2014/8/21	New Candy Favors Wedding Gown and bride Suit and dress Candy Boxes Wedding Favors Favor holders 100pcs( 50 pairs) Wedding Candy package Cute	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	19.15	615.42	0.155584804	
1463245839	169521250	N	2014/8/21	Hot Selling Chair Candy Boxes New Candy Favors Novelty Wedding Favors Favor holders 50pcs/lot Wedding Candy package Theme Party	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	31.75	615.42	0.257953918	
1463245839	169524083	N	2014/8/21	Unique Tiffany blue diamond ring Candy Boxes ribbon New Candy Favors Novelty Wedding Favors Favor holders Wedding Candy package Theme Party	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	37.38	615.42	0.303695038	
1463245839	169525448	Y	2014/8/21	Unique Hollow Pink Candy Boxes Special Beautiful Gift New Candy Favors Novelty Wedding Favor holders Wedding Candy package Theme Party	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	30.07	615.42	0.244304702	
1463245839	170059112	N	2014/8/21	Red White Butterfly Hollwed Laser Cut Candy Favor Sweet box Candy Boxes New Candy Favors Novelty Wedding Favors holders Unique Design	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	50	37.8	615.42	0.307107341	
1463245839	170067376	N	2014/8/21	Conch Shell Design With Bow New Candy Favor Sweetbox Candy Package New Candy Favors Novelty Wedding Favors holders Chinese Style Design	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	50	33.64	615.42	0.273309285	
1463245839	187015572	N	2014/8/21	Printable 2014 New Wedding Invitations White Lace Hollow Wedding Card Design Foil Stamping Uneven 150*150mm 250g Paper 2 color Weddings	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010164	002010164	Wedding Invitations	seo|||organic|google|https|www	5	50	50	82.5	615.42	0.670273959	
1463245839	187050596	N	2014/8/21	Wedding Invitation Cards white and red Bowknot 2014 New Arrival Free Printable Cards Handmade Unique Wedding Invites Cards Free shipping DHL	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010164	002010164	Wedding Invitations	seo|||organic|google|https|www	5	50	50	57.5	615.42	0.467160638	
1463245839	187053223	Y	2014/8/21	2014 Continental Creative Wedding Invitations hollow personalized custom wedding invitations upscale white green Color	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010164	002010164	Wedding Invitations	seo|||organic|google|https|www	5	30	30	45	615.42	0.365603978	
1463245839	187154146	Y	2014/8/21	European-style lace pattern Han Green candy box wedding candy box paper wedding creative personality	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	30	615.42	0.243735985	
1463245839	187156056	Y	2014/8/21	Candy Favors Red ribbon W candy boxes distinguished European upscale Wedding Packages Ferrero boxed candy box Wedding Supplies 2014 New POP	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	1	0.33	615.42	0.002681096	
1463245839	187156339	Y	2014/8/21	White lace pattern paper Wedding candy box with white bowknot Heart Shape Design creative wedding candy boxes Korean Europe	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	43	615.42	0.349354912	
1463245839	187156452	Y	2014/8/21	Candy Favors original authentic European candy box candy diamond lattice golden brown and Korean rice	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	32	615.42	0.259985051	
1463245839	187156589	Y	2014/8/21	Purple candy box sets of lines Korea Continental Wedding candy boxes bags wedding openwork lace wedding creative personality	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	34.5	615.42	0.280296383	
1463245839	187157276	Y	2014/8/21	Creative hollow candy box paper wedding candy box wedding Continental light green jacket Korean upscale and elegant lines	0	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	31.5	615.42	0.255922784	
1463245839	200967755	Y	2014/8/21	2014 New Wedding Favors Flower Candy Boxes Beautiful Candy Favors Holders Unique for Wedding Supplies	一键达	0	1	N	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	31	615.42	0.251860518	
1463245841	191418634	N	2014/8/21	New Special Silver Golden Swan Candy Box Wine Red Gauze Wedding Gift Jewely Box Sweetbox Candy Package Wedding Favors holders High Quality	0	0	1	Y	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	50	50	62.5	62.5	5	
1463245842	169527578	N	2014/8/21	Unique Small Feeding-bottle nursing bottle New Wedding Candy Favors Novelty Wedding Favors Favor holders Wedding Candy package Theme Party	0	0	1	Y	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	60.31	384.55	0.784163308	
1463245842	169532716	Y	2014/8/21	Pumpkin Carriage and Handbag Design Special New Unique Sweetbox New Wedding Candy Favors Favor holders Wedding Candy package For Theme Party	0	0	1	Y	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	99.12	384.55	1.288779092	
1463245842	172890200	Y	2014/8/21	New Candy Boxes with Ribbon Iron Heart Design Beach Candy Favors Wedding Party gifts Candy Package Wedding Favors holders Chinese Wholesale	0	0	1	Y	ff8080813bdf32a0013be122ba5c1a42	smile_angel	N	N	ff80808147a1518b0147cbde7c3e17d8	nada87	Y	seo|||organic|google|https|www	Purchase for company	Others	AE	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	5	1	100	225.12	384.55	2.9270576	
1463246480	181921260	N	2014/8/24	2014 New Luxury Wedding Dresses With Sweetheart Crystals Beads Backless Handmade Flowers A Line Chapel Train Tulle Hot Church Bridal Gowns	0	0	1	N	ff8080812e7a6478012e7f59e621328d	ourfreedom	N	N	ff80808147e886930147ea10ae1c2363	Nooreenbb	Y	bm|00 DHgate Sitelink Wedding PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|DLL||www	End Consumer	Others	MU	002	002001	002001001	002001001	A-Line Wedding Dresses	bm|00 DHgate Sitelink Wedding PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|DLL||www	273.26	1	1	195	195	273.26	
1463248842	174747834	N	2014/8/25	2014 Wholesale Handmade Satin Crystal Beaded Bridal Wedding Dress Sashes Belts Wedding Accessories	0	0	1	N	ff8080813fe66e7e013feb70924e062f	dressseller	N	N	ff80808147a068500147c759697d3c00	stald	Y	seo|||organic|google|	End Consumer	Others	CA	002	002008	002008014	002008014	Bridal Sashes & Belts		61.73	1	1	39	39	61.73	
1463251327	201683098	N	2014/8/26	2014 Free Shipping Cheap In Stock Empire Chiffon Long Bridesmaid Dresses Cap Sleeves Beaded Ruffles Evening Gowns Prom Dresses CPS049	0	0	1	Y	ff8080812e32cde8012e56766b9646ef	dress_beautiful	N	N	ff80808147e819da0147e9a52ad31db1	oliviak287	Y		End Consumer	Others	PE	002	002113	002113002	002113002	Bridesmaid Dress		56.25	1	1	56.25	56.25	56.25	
1463252893	201683098	N	2014/8/21	2014 Free Shipping Cheap In Stock Empire Chiffon Long Bridesmaid Dresses Cap Sleeves Beaded Ruffles Evening Gowns Prom Dresses CPS049	0	0	1	Y	ff8080812e32cde8012e56766b9646ef	dress_beautiful	N	N	ff80808142fa750701430bde918e7d6a	Lizania	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate peru|00 DHgate PS AW|HC|c|Exact||www	End Consumer	Others	PE	002	002113	002113002	002113002	Bridesmaid Dress	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	56.25	1	1	56.25	56.25	56.25	
1463255704	191456368	N	2014/8/21	Cheap!2014 new Mixed bridesmaid dress, Graduation Dresses sexy dress, cocktail dress Homecoming Dress, party dress, evening dress Customized	0	0	0	N	ff80808144cdf7b40144ced8ca760291	dangdang120	N	N	ff808081420e6d58014223eb5f071518	luvreg	N	seo|||organic|google||m.dhgate.com	End Consumer	Others	BW	002	002009	002009006	002009006	Homecoming Dresses		79.3	1	1	38.41	38.41	79.3	
1463256149	178769513	N	2014/8/22	2014 New Custom Plus Size Sexy Sweetheart Strapless Beautifully Organza Mermaid Wedding Dress Bridal Gown	0	0	1	Y	ff8080812e32cde8012e56766b9646ef	dress_beautiful	N	N	ff8080814575f685014586d84e1a6b39	Tricee30	Y		End Consumer	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses	seo|||organic|google||www	138.07	1	1	138.07	138.07	138.07	
1463257021	179475164	N	2014/8/23	2014 Black Appliqued prom dress Crew Neckline Sheer Straps Newest Stcok Sleeveless Mermaid Tulle evening dress Ready to Ship	0	0	1	N	ff80808141c025710141fd0ff99e5175	iubride	N	N	ff8080813fc1e479013fc4880c6c3c43	Cecyst	N	seo|||organic|google||www	End Consumer	Others	MX	002	002009	002009002	002009002	Prom Dresses		127.77	1	1	93.93	93.93	127.77	
1463257990	185250106	Y	2014/8/22	Mira Zwillinger Sexy Designs Wedding Dresses 2014 ...	0	0	1	Y	ff80808130e59d910130ee9de26f42e9	kissbridal	N	N	ff8080814710e9140147633830445ade	JenKrause	Y	seo|||organic|google|https|www	4	Others	AU	002	002001	002001001	002001001	A-Line Wedding Dresses	bm%7C00%20DHgate%20e%20PS%20AW%7C25396030152%7Cpaid_search%7Cadwords%7Cdhgate%20reviews%7C00%20DHgate%20PS%20AW%7CHC%7Cm%7CExact%7C|m.dhgate.com	131.39	1	1	131.39	131.39	131.39	
1463257994	163119847	N	2014/8/25	Free Shipping New All White No Logo Cheap Wedding ...	0	0	1	Y	ff8080813b45ace7013b65729a37044f	ellabridal	N	N	ff8080814710ead20147211e0a3f0bb8	Zillas	N		4	Others	US	002	002008	002008012	002008012	Other Bridal Accessories		31.8	4	8	31.8	31.8	31.8	
1463263555	204415577	Y	2014/8/22	Special link for Crystu for the extra $10 for the dress AS635	0	0	1	Y	ff80808120d7f1770120e6e3d7037ea4	beautydesign	N	N	ff80808138a2c5210138aa2d69705d62	ninoida	N	bm|00 DHgate p PS AW|7858469472|paid_search|adwords|dggate|00 DHgate PS AW|HC|Phrase|	Purchase for company	Others	PR	002	002009	002009003	002009003	Celebrity Dresses	bm|00 DHgate Sitelink Wedding PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|DLL||www	20	2	2	20	20	20	
